HOT669 SEQF2286 1 1 1529	Neisseria meningitidis H44/76	GCA_000185025.2_ASM18502v2
HOT465 465-6488 1 1 1483	Bacteroides_zoogleoformans__HOT_465__Strain_ATCC_33285__GB_L16488__Named__X__1	GCA_000466505.1_ASM46650v1
HOT630 630-6487 1 2 1484	Bacteroides_heparinolyticus__HOT_630__Strain_ATCC_35895__GB_L16487__Named__X__1	GCA_000466505.1_ASM46650v1
HOT630 630F0110 2 2 1483	Bacteroides_heparinolyticus__HOT_630__Strain_F0110__GB_GQ422742__Named__X__1	GCA_000466505.1_ASM46650v1
HOT272 272-X083 1 1 1486	Bacteroidaceae_[G-1]_sp.__HOT_272__Clone__X083__GB_AY005066__Unnamed__G__2	GCA_000466505.1_ASM46650v1
HOT899 899-Wade 1 1 1488	Bacteroidetes_[G-3]_sp.__HOT_899__Clone_BL234__GB_JQ406536__Phylotype__X__0	GCA_000466505.1_ASM46650v1
HOT503 503-3613 1 1 1478	Bacteroidetes_[G-3]_sp.__HOT_503__Clone_MB1_G13__GB_DQ003613__Phylotype__X__2	GCA_000466505.1_ASM46650v1
HOT365 365-7777 2 2 1375	Bacteroidetes_[G-3]_sp.__HOT_365__Clone_071074_079__GB_JQ477777__Phylotype__X__4	GCA_000466505.1_ASM46650v1
HOT365 365-3626 1 2 1484	Bacteroidetes_[G-3]_sp.__HOT_365__Clone_MB4_G15__GB_DQ003626__Unnamed__X__4	GCA_000466505.1_ASM46650v1
HOT281 281DA065 1 1 1484	Bacteroidetes_[G-3]_sp.__HOT_281__Clone_DA065__GB_AY005070__Phylotype__X__2	GCA_000466505.1_ASM46650v1
HOT436 436-1819 1 1 1483	Bacteroidetes_[G-3]_sp.__HOT_436__Clone_P4PB_6__GB_AY341819__Phylotype__X__0	GCA_000466505.1_ASM46650v1
HOT280 280DA064 1 1 1484	Bacteroidetes_[G-3]_sp.__HOT_280__Clone_DA064__GB_AY005071__Phylotype__X__3	GCA_000466505.1_ASM46650v1
HOT911 911-Wade 1 1 1381	Bacteroidetes_[G-7]_sp.__HOT_911__Clone_DL325__GB_JQ406540__Phylotype__X__0	GCA_000466505.1_ASM46650v1
HOT286 SEQF2636 1 2 1537	Tannerella sp. oral taxon BU063 isolate Cell 5	GCA_000510505.1_BU063sc5
HOT286 286BU063 1 1 1483	Tannerella_sp.__HOT_286__Clone_BU063__GB_AY008308__Unnamed__G__5	GCA_000510505.1_BU063sc5
HOT286 SEQF2637 1 2 1536	Tannerella sp. oral taxon BU063 isolate Cell 6/7/9	GCA_000510525.1_BU063sc679
HOT286 SEQF2634 2 4 454		Tannerella sp. oral taxon BU063 isolate Cell 1/3	GCA_000510545.1_BU063sc13
HOT286 SEQF2635 2 2 1536	Tannerella sp. oral taxon BU063 isolate Cell 2	GCA_000510385.1_BU063sc2
HOT286 SEQF2636 2 2 1537	Tannerella sp. oral taxon BU063 isolate Cell 5	GCA_000510505.1_BU063sc5
HOT286 SEQF2638 1 1 1537	Tannerella sp. oral taxon BU063 isolate Cell 8/11	GCA_000510565.1_BU063sc811
HOT808 808BU045 1 1 1483	Tannerella_sp.__HOT_808__Clone_BU045__GB_AF385565__Phylotype__X__4	GCA_000510565.1_BU063sc811
HOT916 916-Wade 1 1 1483	Tannerella_sp.__HOT_916__Clone_CP6_C2__GB_KC203065__Phylotype__X__2	GCA_000510565.1_BU063sc811
HOT613 SEQF1072 1 2 1451	Tannerella forsythia 92A2	GCA_000238215.1_ASM23821v1
HOT613 SEQF1072 2 2 1451	Tannerella forsythia 92A2	GCA_000238215.1_ASM23821v1
HOT613 613-6495 1 1 1480	Tannerella_forsythia__HOT_613__Strain_FDC_338__GB_L16495__Named__G__4	GCA_000238215.1_ASM23821v1
HOT613 SEQF2738 1 1 1540	Tannerella forsythia ATCC 43037	GCA_001006485.1_ASM100648v1
HOT278 SEQF2357 2 2 1518	Porphyromonas sp. oral taxon 278 str. W7784	GCA_000467855.2_ASM46785v2
HOT278 278BS045 1 1 1485	Porphyromonas_pasteri__HOT_278__Clone_BS045__GB_AF385560__Unnamed__G__4	GCA_000467855.2_ASM46785v2
HOT279 279F450a 1 6 1503	Porphyromonas_pasteri__HOT_279__Strain_F0450a__GB_tbd__Unnamed__G__6	GCA_000467855.2_ASM46785v2
HOT279 279DP023 5 6 1485	Porphyromonas_pasteri__HOT_279__Clone_DP023__GB_AF385516__Unnamed__G__6	GCA_000467855.2_ASM46785v2
HOT279 279F450b 3 6 1503	Porphyromonas_pasteri__HOT_279__Strain_F0450b__GB_tbd__Unnamed__G__6	GCA_000467855.2_ASM46785v2
HOT279 279F450d 4 6 1503	Porphyromonas_pasteri__HOT_279__Strain_F0450d__GB_tbd__Unnamed__G__6	GCA_000467855.2_ASM46785v2
HOT279 279F450c 2 6 1503	Porphyromonas_pasteri__HOT_279__Strain_F0450c__GB_tbd__Unnamed__G__6	GCA_000467855.2_ASM46785v2
HOT279 279CW034 6 6 1485	Porphyromonas_pasteri__HOT_279__Clone_CW034__GB_AY008310__Unnamed__G__6	GCA_000467855.2_ASM46785v2
HOT283 283-2823 1 2 1485	Porphyromonas_catoniae__HOT_283__Strain_ATCC_51270__GB_X82823__Named__G__5	GCA_000467855.2_ASM46785v2
HOT283 SEQF2632 1 1 1467	Porphyromonas catoniae ATCC 51270	GCA_000565015.1_PcatATCC51270v1.0
HOT283 283DS033 2 2 1485	Porphyromonas_catoniae__HOT_283__Clone_DS033__GB_AF366271__Named__G__5	GCA_000565015.1_PcatATCC51270v1.0
HOT275 275AW032 1 1 1485	Porphyromonas_sp.__HOT_275__Clone_AW032__GB_AF393476__Phylotype__X__4	GCA_000565015.1_PcatATCC51270v1.0
HOT277 277BR037 1 1 1485	Porphyromonas_sp.__HOT_277__Clone_BR037__GB_AF385555__Phylotype__X__4	GCA_000565015.1_PcatATCC51270v1.0
HOT284 284EP003 1 1 1485	Porphyromonas_sp.__HOT_284__Clone_EP003__GB_AY008313__Lost__X__4	GCA_000565015.1_PcatATCC51270v1.0
HOT283 SEQF1936 1 1 1315	Porphyromonas catoniae F0037	GCA_000318215.2_ASM31821v2
HOT930 930-8499 1 1 1374	Porphyromonas_sp.__HOT_930__Clone_071041_260__GB_JQ468499__Phylotype__X__4	GCA_000318215.2_ASM31821v2
HOT619 SEQF2355 1 1 1520	Porphyromonas gingivalis F0569	GCA_000467815.1_ASM46781v1
HOT619 SEQF2366 1 1 1520	Porphyromonas gingivalis F0568	GCA_000467795.1_ASM46779v1
HOT619 SEQF2799 1 1 1542	Porphyromonas gingivalis MP4-504	GCA_001553795.1_ASM155379v1
HOT619 SEQF2798 4 4 1422	Porphyromonas gingivalis A7A1-28	GCA_001444325.1_ASM144432v1
HOT619 SEQF2798 3 4 1422	Porphyromonas gingivalis A7A1-28	GCA_001444325.1_ASM144432v1
HOT619 SEQF2798 2 4 1422	Porphyromonas gingivalis A7A1-28	GCA_001444325.1_ASM144432v1
HOT619 SEQF2798 1 4 1422	Porphyromonas gingivalis A7A1-28	GCA_001444325.1_ASM144432v1
HOT619 SEQF2616 1 1 1538	Porphyromonas gingivalis SJD2	GCA_000503975.1_SJD2
HOT619 SEQF2356 1 1 1520	Porphyromonas gingivalis F0570	GCA_000467835.1_ASM46783v1
HOT619 SEQF2741 3 4 1422	Porphyromonas gingivalis A7436	GCA_001263815.1_ASM126381v1
HOT619 SEQF2741 2 4 1422	Porphyromonas gingivalis A7436	GCA_001263815.1_ASM126381v1
HOT619 SEQF2741 1 4 1422	Porphyromonas gingivalis A7436	GCA_001263815.1_ASM126381v1
HOT619 SEQF2741 4 4 1422	Porphyromonas gingivalis A7436	GCA_001263815.1_ASM126381v1
HOT619 SEQF2743 1 1 1475	Porphyromonas gingivalis Ando	GCA_001297745.1_ASM129774v1
HOT619 SEQF2507 1 1 1475	Porphyromonas gingivalis JCVI SC001	GCA_000380305.1_PgingivalisJCVISC001v1.0
HOT619 SEQF1064 4 4 1475	Porphyromonas gingivalis W83	GCA_000007585.1_ASM758v1
HOT619 SEQF1064 2 4 1475	Porphyromonas gingivalis W83	GCA_000007585.1_ASM758v1
HOT619 SEQF1064 1 4 1475	Porphyromonas gingivalis W83	GCA_000007585.1_ASM758v1
HOT619 SEQF2392 1 1 1475	Porphyromonas gingivalis W50	GCA_000271945.1_PgingivalisW50v1.0
HOT619 SEQF1064 3 4 1475	Porphyromonas gingivalis W83	GCA_000007585.1_ASM758v1
HOT619 619-3964 1 1 1487	Porphyromonas_gingivalis__HOT_619__Strain_DSM_20709__GB_X73964__Named__G__5	GCA_000007585.1_ASM758v1
HOT619 SEQF2742 3 4 1422	Porphyromonas gingivalis AJW4	GCA_001274615.1_ASM127461v1
HOT619 SEQF2742 4 4 1422	Porphyromonas gingivalis AJW4	GCA_001274615.1_ASM127461v1
HOT619 SEQF2742 2 4 1422	Porphyromonas gingivalis AJW4	GCA_001274615.1_ASM127461v1
HOT619 SEQF2742 1 4 1422	Porphyromonas gingivalis AJW4	GCA_001274615.1_ASM127461v1
HOT619 SEQF1975 2 4 1521	Porphyromonas gingivalis TDC60	GCA_000270225.1_ASM27022v1
HOT619 SEQF1975 3 4 1520	Porphyromonas gingivalis TDC60	GCA_000270225.1_ASM27022v1
HOT619 SEQF1975 1 4 1520	Porphyromonas gingivalis TDC60	GCA_000270225.1_ASM27022v1
HOT619 SEQF1975 4 4 1522	Porphyromonas gingivalis TDC60	GCA_000270225.1_ASM27022v1
HOT619 SEQF2447 1 1 1520	Porphyromonas gingivalis W4087	GCA_000467995.1_ASM46799v1
HOT619 SEQF2457 1 1 1520	Porphyromonas gingivalis F0185	GCA_000467955.1_ASM46795v1
HOT619 SEQF2740 4 4 1538	Porphyromonas gingivalis HG66	GCA_000739415.1_ASM73941v1
HOT619 SEQF2740 2 4 1538	Porphyromonas gingivalis HG66	GCA_000739415.1_ASM73941v1
HOT619 SEQF2740 1 4 1538	Porphyromonas gingivalis HG66	GCA_000739415.1_ASM73941v1
HOT619 SEQF1538 4 4 1475	Porphyromonas gingivalis ATCC 33277	GCA_000010505.1_ASM1050v1
HOT619 SEQF1538 3 4 1475	Porphyromonas gingivalis ATCC 33277	GCA_000010505.1_ASM1050v1
HOT619 SEQF1538 2 4 1475	Porphyromonas gingivalis ATCC 33277	GCA_000010505.1_ASM1050v1
HOT619 SEQF1538 1 4 1475	Porphyromonas gingivalis ATCC 33277	GCA_000010505.1_ASM1050v1
HOT619 SEQF2797 3 4 1422	Porphyromonas gingivalis 381	GCA_001314265.1_ASM131426v1
HOT619 SEQF2797 4 4 1422	Porphyromonas gingivalis 381	GCA_001314265.1_ASM131426v1
HOT619 SEQF2797 1 4 1422	Porphyromonas gingivalis 381	GCA_001314265.1_ASM131426v1
HOT619 SEQF2797 2 4 1422	Porphyromonas gingivalis 381	GCA_001314265.1_ASM131426v1
HOT619 SEQF2740 3 4 1538	Porphyromonas gingivalis HG66	GCA_000739415.1_ASM73941v1
HOT619 SEQF2458 1 1 1520	Porphyromonas gingivalis F0566	GCA_000467975.1_ASM46797v1
HOT273 273BB134 4 4 1486	Porphyromonas_endodontalis__HOT_273__Clone_BB134__GB_AY005068__Named__G__5	GCA_000467975.1_ASM46797v1
HOT273 273-7054 3 4 1486	Porphyromonas_endodontalis__HOT_273__Clone_P2PB_52__GB_AY207054__Named__G__5	GCA_000467975.1_ASM46797v1
HOT273 273-6491 1 4 1486	Porphyromonas_endodontalis__HOT_273__Strain_ATCC_35406__GB_L16491__Named__G__5	GCA_000467975.1_ASM46797v1
HOT273 SEQF1033 1 1 1475	Porphyromonas endodontalis ATCC 35406	GCA_000174815.1_ASM17481v1
HOT273 273AJ002 2 4 1486	Porphyromonas_endodontalis__HOT_273__Clone_AJ002__GB_AY005067__Named__G__5	GCA_000174815.1_ASM17481v1
HOT285 285-F016 1 1 1486	Porphyromonas_sp.__HOT_285__Clone__F016__GB_AY005069__Phylotype__X__4	GCA_000174815.1_ASM17481v1
HOT785 785-3091 1 2 1484	Porphyromonas_uenonis__HOT_785__Strain_JCM_13868__GB_NR_113091__Named__G__1	GCA_000174815.1_ASM17481v1
HOT785 SEQF1796 1 1 1480	Porphyromonas uenonis 60-3	GCA_000174775.1_ASM17477v1
HOT785 785F0120 2 2 1485	Porphyromonas_uenonis__HOT_785__Strain_F0120__GB_GQ422746__Named__G__1	GCA_000174775.1_ASM17477v1
HOT547 547-6490 1 1 1484	Porphyromonas_asaccharolytica__HOT_547__Strain_ATCC_25260__GB_L16490__Named__G__0	GCA_000174775.1_ASM17477v1
HOT547 SEQF2145 1 1 1479	Porphyromonas asaccharolytica PR426713P-I	GCA_000183605.2_ASM18360v1
HOT547 SEQF2160 2 2 1517	Porphyromonas asaccharolytica DSM 20707	GCA_000212375.1_ASM21237v1
HOT547 SEQF2160 1 2 1517	Porphyromonas asaccharolytica DSM 20707	GCA_000212375.1_ASM21237v1
HOT274 274AU126 1 2 1480	Bacteroidales_[G-2]_sp.__HOT_274__Clone_AU126__GB_AY005072__Unnamed__G__5	GCA_000212375.1_ASM21237v1
HOT274 274-8173 2 2 1372	Bacteroidales_[G-2]_sp.__HOT_274__Clone_071040_120__GB_JQ468173__Unnamed__G__5	GCA_000212375.1_ASM21237v1
HOT516 516-3623 1 1 1481	Bacteroidetes_[G-6]_sp.__HOT_516__Clone_MB3_P19__GB_DQ003623__Phylotype__X__2	GCA_000212375.1_ASM21237v1
HOT509 509-3619 1 1 1493	Bacteroidetes_[G-4]_sp.__HOT_509__Clone_MB2_P04__GB_DQ003619__Phylotype__X__0	GCA_000212375.1_ASM21237v1
HOT511 511-3634 1 1 1480	Bacteroidetes_[G-5]_sp.__HOT_511__Clone_MB3_C19__GB_DQ003634__Phylotype__X__4	GCA_000212375.1_ASM21237v1
HOT505 505-3615 1 1 1478	Bacteroidetes_[G-5]_sp.__HOT_505__Clone_MB1_G34__GB_DQ003615__Phylotype__X__3	GCA_000212375.1_ASM21237v1
HOT507 507-3617 1 1 1478	Bacteroidetes_[G-5]_sp.__HOT_507__Clone_MB2_G17__GB_DQ003617__Phylotype__X__3	GCA_000212375.1_ASM21237v1
HOT931 931-7552 1 1 1366	Bergeyella_sp.__HOT_931__Clone_069063_075__GB_JQ447552__Phylotype__X__3	GCA_000212375.1_ASM21237v1
HOT900 900-Wade 1 1 1482	Bergeyella_sp.__HOT_900__Clone_HS1_1W_C3__GB_KC203058__Phylotype__X__4	GCA_000212375.1_ASM21237v1
HOT907 907-Wade 1 1 1410	Bergeyella_sp.__HOT_907__Clone_BL190__GB_JQ406533__Phylotype__X__1	GCA_000212375.1_ASM21237v1
HOT322 322AK152 1 1 1482	Bergeyella_sp.__HOT_322__Clone_AK152__GB_AY008691__Phylotype__X__4	GCA_000212375.1_ASM21237v1
HOT422 422-0564 1 2 1362	Bergeyella_sp.__HOT_422__Clone_ncd369e02c1__GB_HM320564__Phylotype__X__1	GCA_000212375.1_ASM21237v1
HOT422 422-8614 2 2 1472	Bergeyella_sp.__HOT_422__Clone_C4MKM119__GB_AY278614__Phylotype__X__1	GCA_000212375.1_ASM21237v1
HOT319 319AY017 1 1 1472	Bergeyella_sp.__HOT_319__Clone_AY017__GB_AF385544__Phylotype__X__0	GCA_000212375.1_ASM21237v1
HOT325 325AH015 1 2 1467	Capnocytophaga_granulosa__HOT_325__Clone_AH015__GB_AY005074__Named__G__5	GCA_000212375.1_ASM21237v1
HOT325 SEQF1653 1 1 1500	Capnocytophaga granulosa ATCC 51502	GCA_000411115.1_Capn_gran_ATCC_51502_V1
HOT325 325-1347 2 2 1467	Capnocytophaga_granulosa__HOT_325__Strain_LMG_16022__GB_U41347__Named__G__5	GCA_000411115.1_Capn_gran_ATCC_51502_V1
HOT337 SEQF1602 1 2 1453	Capnocytophaga gingivalis ATCC 33624	GCA_000174755.1_ASM17475v1
HOT337 SEQF1602 2 2 1453	Capnocytophaga gingivalis ATCC 33624	GCA_000174755.1_ASM17475v1
HOT337 337-7608 2 2 1469	Capnocytophaga_gingivalis__HOT_337__Strain_ATCC_33624__GB_X67608__Named__G__5	GCA_000174755.1_ASM17475v1
HOT337 337-S3 1 2 1468		Capnocytophaga_gingivalis__HOT_337__Strain_S3__GB_AY005073__Named__G__5	GCA_000174755.1_ASM17475v1
HOT863 SEQF2319 1 1 1501	Capnocytophaga sp. oral taxon 863 str. F0517	GCA_000466425.1_ASM46642v1
HOT863 863F0517 1 1 1468	Capnocytophaga_sp.__HOT_863__Strain_F0517__GB_tbd__Unnamed__G__2	GCA_000466425.1_ASM46642v1
HOT338 SEQF1687 1 1 1502	Capnocytophaga sp. oral taxon 338 str. F0234	GCA_000192225.1_ASM19222v1
HOT338 338Capn8 1 1 1469	Capnocytophaga_sp.__HOT_338__Strain_FDC_8__GB_U41352__Unnamed__G__4	GCA_000192225.1_ASM19222v1
HOT323 SEQF2747 2 4 1522	Capnocytophaga sp. oral taxon 323 F0383	GCA_001278825.1_ASM127882v1
HOT323 SEQF2747 3 4 1523	Capnocytophaga sp. oral taxon 323 F0383	GCA_001278825.1_ASM127882v1
HOT323 SEQF2747 4 4 1523	Capnocytophaga sp. oral taxon 323 F0383	GCA_001278825.1_ASM127882v1
HOT323 SEQF2747 1 4 1523	Capnocytophaga sp. oral taxon 323 F0383	GCA_001278825.1_ASM127882v1
HOT323 323-2733 1 1 1365	Capnocytophaga_sp.__HOT_323__Clone_071057_454__GB_JQ472733__Unnamed__G__4	GCA_001278825.1_ASM127882v1
HOT335 SEQF1906 1 3 1422	Capnocytophaga sp. oral taxon 335 str. F0486	GCA_000277665.1_Coraltaxon335F0486v1.0
HOT335 SEQF1906 3 3 1454	Capnocytophaga sp. oral taxon 335 str. F0486	GCA_000277665.1_Coraltaxon335F0486v1.0
HOT335 SEQF1906 2 3 1454	Capnocytophaga sp. oral taxon 335 str. F0486	GCA_000277665.1_Coraltaxon335F0486v1.0
HOT412 412-8613 2 2 1473	Capnocytophaga_sp.__HOT_412__Clone_C2MKM106__GB_AY278613__Unnamed__G__4	GCA_000277665.1_Coraltaxon335F0486v1.0
HOT412 412F0487 1 2 1471	Capnocytophaga_sp.__HOT_412__Strain_F0487__GB_tbd__Unnamed__G__4	GCA_000277665.1_Coraltaxon335F0486v1.0
HOT412 SEQF1909 4 4 1489	Capnocytophaga sp. oral taxon 412 str. F0487	GCA_000271925.1_Coraltaxon412F0487v1.0
HOT412 SEQF1909 2 4 1489	Capnocytophaga sp. oral taxon 412 str. F0487	GCA_000271925.1_Coraltaxon412F0487v1.0
HOT412 SEQF1909 1 4 1489	Capnocytophaga sp. oral taxon 412 str. F0487	GCA_000271925.1_Coraltaxon412F0487v1.0
HOT412 SEQF1909 3 4 1489	Capnocytophaga sp. oral taxon 412 str. F0487	GCA_000271925.1_Coraltaxon412F0487v1.0
HOT700 SEQF1008 1 4 1509	Capnocytophaga ochracea DSM 7271	GCA_000023285.1_ASM2328v1
HOT700 SEQF1008 2 4 1509	Capnocytophaga ochracea DSM 7271	GCA_000023285.1_ASM2328v1
HOT700 SEQF1008 4 4 1509	Capnocytophaga ochracea DSM 7271	GCA_000023285.1_ASM2328v1
HOT700 SEQF1008 3 4 1509	Capnocytophaga ochracea DSM 7271	GCA_000023285.1_ASM2328v1
HOT903 903-Wade 1 1 1471	Capnocytophaga_sp.__HOT_903__Clone_HS5_2W_I24__GB_KC203061__Phylotype__X__3	GCA_000023285.1_ASM2328v1
HOT0380 380F0488 1 1 1471	Capnocytophaga_sp.__HOT_380__Strain_F0488__GB_tbd__Unnamed__G__4	GCA_000023285.1_ASM2328v1
HOT864 864F0512 2 2 1473	Capnocytophaga_sp.__HOT_864__Strain_F0512__GB_tbd__Unnamed__X__4	GCA_000023285.1_ASM2328v1
HOT864 864-1335 1 2 1473	Capnocytophaga_sp.__HOT_864__Clone_GEJ8__GB_GU561335__Unnamed__X__4	GCA_000023285.1_ASM2328v1
HOT902 902-Wade 1 1 1473	Capnocytophaga_sp.__HOT_902__Clone_FL163__GB_JQ406542__Phylotype__X__3	GCA_000023285.1_ASM2328v1
HOT335 335-X066 2 2 1473	Capnocytophaga_sp.__HOT_335__Clone__X066__GB_AY005078__Unnamed__G__4	GCA_000023285.1_ASM2328v1
HOT335 335-4775 1 2 1365	Capnocytophaga_sp.__HOT_335__Clone_069096_232__GB_JQ454775__Unnamed__G__4	GCA_000023285.1_ASM2328v1
HOT334 334EL043 1 1 1473	Capnocytophaga_sp.__HOT_334__Clone_EL043__GB_AY008312__Phylotype__X__0	GCA_000023285.1_ASM2328v1
HOT336 336F0502 1 3 1473	Capnocytophaga_sp.__HOT_336__Strain_F0502__GB_tbd__Unnamed__G__4	GCA_000023285.1_ASM2328v1
HOT336 SEQF1970 2 5 1506	Capnocytophaga sp. oral taxon 336 str. F0502	GCA_000411575.1_Capn_sp_oral_taxon_336_F0502_V1
HOT336 SEQF1970 3 5 1506	Capnocytophaga sp. oral taxon 336 str. F0502	GCA_000411575.1_Capn_sp_oral_taxon_336_F0502_V1
HOT336 SEQF1970 1 5 1506	Capnocytophaga sp. oral taxon 336 str. F0502	GCA_000411575.1_Capn_sp_oral_taxon_336_F0502_V1
HOT336 SEQF1970 4 5 1506	Capnocytophaga sp. oral taxon 336 str. F0502	GCA_000411575.1_Capn_sp_oral_taxon_336_F0502_V1
HOT336 SEQF1970 5 5 1506	Capnocytophaga sp. oral taxon 336 str. F0502	GCA_000411575.1_Capn_sp_oral_taxon_336_F0502_V1
HOT324 324AA032 1 1 1473	Capnocytophaga_sp.__HOT_324__Clone_AA032__GB_AY005079__Unnamed__G__4	GCA_000411575.1_Capn_sp_oral_taxon_336_F0502_V1
HOT324 SEQF1938 1 1 1506	Capnocytophaga sp. oral taxon 324 str. F0483	GCA_000318315.2_ASM31831v2
HOT336 336-2363 2 3 1365	Capnocytophaga_sp.__HOT_336__Clone_070035_613__GB_JQ462363__Unnamed__G__4	GCA_000318315.2_ASM31831v2
HOT336 336-X089 3 3 1471	Capnocytophaga_sp.__HOT_336__Clone__X089__GB_AY005080__Unnamed__G__4	GCA_000318315.2_ASM31831v2
HOT700 SEQF1006 1 1 1504	Capnocytophaga ochracea F0287	GCA_000183985.1_ASM18398v1
HOT700 SEQF2387 2 4 1489	Capnocytophaga ochracea str. Holt 25	GCA_000277585.1_CochraceaHolt25v1.0
HOT700 SEQF2387 1 4 1489	Capnocytophaga ochracea str. Holt 25	GCA_000277585.1_CochraceaHolt25v1.0
HOT700 SEQF2387 3 4 1489	Capnocytophaga ochracea str. Holt 25	GCA_000277585.1_CochraceaHolt25v1.0
HOT700 SEQF2387 4 4 1489	Capnocytophaga ochracea str. Holt 25	GCA_000277585.1_CochraceaHolt25v1.0
HOT700 700-4635 1 1 1471	Capnocytophaga_ochracea__HOT_700__Strain_ATCC_33596__GB_L14635__Named__G__2	GCA_000277585.1_CochraceaHolt25v1.0
HOT326 326F0382 1 1 1468	Capnocytophaga_sp.__HOT_326__Strain_F0382__GB_tbd__Unnamed__G__5	GCA_000277585.1_CochraceaHolt25v1.0
HOT326 SEQF1900 1 1 1502	Capnocytophaga sp. oral taxon 326 str. F0382	GCA_000318295.1_ASM31829v1
HOT878 878F0545 1 1 1467	Capnocytophaga_sp.__HOT_878__Strain_F0545__GB_tbd__Unnamed__X__3	GCA_000318295.1_ASM31829v1
HOT775 SEQF1576 1 1 1489	Capnocytophaga sputigena ATCC 33612	GCA_000173675.1_ASM17367v1
HOT775 775-7609 1 2 1471	Capnocytophaga_sputigena__HOT_775__Strain_ATCC_33612__GB_X67609__Named__G__5	GCA_000173675.1_ASM17367v1
HOT775 775-4920 2 2 1357	Capnocytophaga_sputigena__HOT_775__Clone_071064_219__GB_JQ474920__Named__G__5	GCA_000173675.1_ASM17367v1
HOT901 901-Wade 1 1 1467	Capnocytophaga_sp.__HOT_901__Clone_BL218__GB_JQ406535__Phylotype__X__1	GCA_000173675.1_ASM17367v1
HOT332 SEQF1937 1 1 814		Capnocytophaga sp. oral taxon 332 str. F0381	GCA_000318275.2_ASM31827v2
HOT332 332DS022 1 1 1467	Capnocytophaga_sp.__HOT_332__Clone_DS022__GB_AF366270__Unnamed__G__4	GCA_000318275.2_ASM31827v2
HOT329 329BM058 3 3 1467	Capnocytophaga_leadbetteri__HOT_329__Clone_BM058__GB_AY005075__Named__G__5	GCA_000318275.2_ASM31827v2
HOT329 329BU084 1 3 1467	Capnocytophaga_leadbetteri__HOT_329__Clone_BU084__GB_AF385569__Named__G__5	GCA_000318275.2_ASM31827v2
HOT329 329BR085 2 3 1467	Capnocytophaga_leadbetteri__HOT_329__Clone_BR085__GB_GU350453__Named__G__5	GCA_000318275.2_ASM31827v2
HOT627 627-1748 1 2 1366	Capnocytophaga_haemolytica__HOT_627__Clone_069086_014__GB_JQ451748__Named__G__4	GCA_000318275.2_ASM31827v2
HOT627 SEQF2788 2 4 1526	Capnocytophaga haemolytica CCUG 32990	GCA_001553545.1_ASM155354v1
HOT627 SEQF2788 1 4 1525	Capnocytophaga haemolytica CCUG 32990	GCA_001553545.1_ASM155354v1
HOT627 SEQF2788 3 4 1525	Capnocytophaga haemolytica CCUG 32990	GCA_001553545.1_ASM155354v1
HOT627 SEQF2788 4 4 1525	Capnocytophaga haemolytica CCUG 32990	GCA_001553545.1_ASM155354v1
HOT627 627-1349 2 2 1473	Capnocytophaga_haemolytica__HOT_627__Strain_JCM_8565__GB_U41349__Named__G__4	GCA_001553545.1_ASM155354v1
HOT321 321AZ123 1 1 1477	Pedobacter_sp.__HOT_321__Clone_AZ123__GB_AF385549__Phylotype__X__0	GCA_001553545.1_ASM155354v1
HOT933 933-3217 1 1 1369	Pedobacter_sp.__HOT_933__Clone_nbu291f04c1__GB_GQ023217__Phylotype__X__0	GCA_001553545.1_ASM155354v1
HOT318 318AV100 1 1 1477	Pedobacter_sp.__HOT_318__Clone_AV100__GB_AF385531__Phylotype__X__0	GCA_001553545.1_ASM155354v1
HOT320 320AZ105 1 1 1483	Flavitalea_sp.__HOT_320__Clone_AZ105__GB_AF385548__Phylotype__X__0	GCA_001553545.1_ASM155354v1
HOT612 SEQF2381 4 6 1515	Pseudomonas fluorescens SS101	GCA_000263675.2_ASM26367v2
HOT612 SEQF2381 5 6 1515	Pseudomonas fluorescens SS101	GCA_000263675.2_ASM26367v2
HOT612 SEQF2381 6 6 1516	Pseudomonas fluorescens SS101	GCA_000263675.2_ASM26367v2
HOT612 SEQF2381 2 6 1516	Pseudomonas fluorescens SS101	GCA_000263675.2_ASM26367v2
HOT612 SEQF2381 1 6 1516	Pseudomonas fluorescens SS101	GCA_000263675.2_ASM26367v2
HOT612 SEQF2381 3 6 1516	Pseudomonas fluorescens SS101	GCA_000263675.2_ASM26367v2
HOT612 SEQF2332 2 6 1516	Pseudomonas fluorescens A506	GCA_000262325.2_ASM26232v2
HOT612 SEQF2332 1 6 1516	Pseudomonas fluorescens A506	GCA_000262325.2_ASM26232v2
HOT612 SEQF2332 4 6 1516	Pseudomonas fluorescens A506	GCA_000262325.2_ASM26232v2
HOT612 SEQF2332 6 6 1516	Pseudomonas fluorescens A506	GCA_000262325.2_ASM26232v2
HOT612 SEQF2332 3 6 1516	Pseudomonas fluorescens A506	GCA_000262325.2_ASM26232v2
HOT612 SEQF2332 5 6 1516	Pseudomonas fluorescens A506	GCA_000262325.2_ASM26232v2
HOT612 SEQF2196 1 1 1541	Pseudomonas fluorescens WH6	GCA_000166515.1_WH6_v1
HOT612 612-4476 1 1 1450	Pseudomonas_fluorescens__HOT_612__Strain_ATCC_13525__GB_NR_114476__Named__G__2	GCA_000166515.1_WH6_v1
HOT612 SEQF1302 5 6 1538	Pseudomonas fluorescens SBW25	GCA_000009225.1_ASM922v1
HOT612 SEQF1302 1 6 1538	Pseudomonas fluorescens SBW25	GCA_000009225.1_ASM922v1
